n,hugo_symbol_a,entrez_gene_id_a,hugo_symbol_b,entrez_gene_id_b,spearmancorr,spearmanp,pearsoncorr,pearsonp,spearmancorrsquare,pearsoncorrsquare,cancer_type,dataset_name,is_oncogene_a,is_tumor_suppressor_gene_a,is_oncogene_b,is_tumor_suppressor_gene_b
48,A1BG,1,BAZ1A,11177,-0.672,0,-0.621,0,0.451,0.386,DLBC,cBioPortal,,,,
48,A1BG,1,BAZ1B,9031,-0.549,0,-0.486,0,0.301,0.236,DLBC,cBioPortal,,,,
48,A1BG,1,BAZ2A,11176,-0.6,0,-0.553,0,0.36,0.306,DLBC,cBioPortal,,,,
48,A1BG,1,BAZ2B,29994,-0.226,0.122,-0.263,0.071,0.051,0.069,DLBC,cBioPortal,,,,
48,A1BG,1,BBC3,27113,0.264,0.07,0.336,0.02,0.07,0.113,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BBS10,79738,-0.506,0,-0.497,0,0.256,0.247,DLBC,cBioPortal,,,,
48,A1BG,1,BBS12,166379,-0.23,0.115,-0.285,0.05,0.053,0.081,DLBC,cBioPortal,,,,
48,A1BG,1,BBS1,582,-0.294,0.042,-0.279,0.055,0.087,0.078,DLBC,cBioPortal,,,,
48,A1BG,1,BBS4,585,-0.279,0.055,-0.338,0.019,0.078,0.114,DLBC,cBioPortal,,,,
48,A1BG,1,BBS5,129880,-0.252,0.084,-0.334,0.02,0.063,0.112,DLBC,cBioPortal,,,,
48,A1BG,1,BBS7,55212,-0.46,0.001,-0.431,0.002,0.211,0.186,DLBC,cBioPortal,,,,
48,A1BG,1,BBX,56987,-0.526,0,-0.459,0.001,0.277,0.211,DLBC,cBioPortal,,,,
48,A1BG,1,BCAM,4059,0.244,0.094,0.294,0.042,0.06,0.087,DLBC,cBioPortal,,,,
48,A1BG,1,BCAP31,10134,0.488,0,0.443,0.002,0.238,0.197,DLBC,cBioPortal,,,,
48,A1BG,1,BCAS4,55653,0.657,0,0.619,0,0.431,0.383,DLBC,cBioPortal,,,,
48,A1BG,1,BCAT2,587,0.367,0.01,0.434,0.002,0.135,0.188,DLBC,cBioPortal,,,,
48,A1BG,1,BCDIN3D,144233,0.104,0.48,0.221,0.131,0.011,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,BCKDHA,593,0.386,0.007,0.403,0.004,0.149,0.163,DLBC,cBioPortal,,,,
48,A1BG,1,BCKDHB,594,-0.247,0.091,-0.274,0.06,0.061,0.075,DLBC,cBioPortal,,,,
48,A1BG,1,BCKDK,10295,0.372,0.009,0.401,0.005,0.138,0.161,DLBC,cBioPortal,,,,
48,A1BG,1,BCL11B,64919,-0.2,0.173,-0.237,0.104,0.04,0.056,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BCL2A1,597,0.182,0.216,0.261,0.073,0.033,0.068,DLBC,cBioPortal,,,,
48,A1BG,1,BCL2L10,10017,-0.217,0.138,-0.238,0.103,0.047,0.057,DLBC,cBioPortal,,,,
48,A1BG,1,BCL2L11,10018,-0.227,0.121,-0.259,0.076,0.051,0.067,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BCL2L12,83596,0.342,0.017,0.34,0.018,0.117,0.116,DLBC,cBioPortal,,,,
48,A1BG,1,BCL2L15,440603,-0.355,0.013,-0.243,0.096,0.126,0.059,DLBC,cBioPortal,,,,
48,A1BG,1,BCL2L2,599,-0.446,0.001,-0.399,0.005,0.199,0.16,DLBC,cBioPortal,,,No,No
48,A1BG,1,BCL7B,9275,0.581,0,0.507,0,0.338,0.257,DLBC,cBioPortal,,,,
48,A1BG,1,BCL7C,9274,0.609,0,0.597,0,0.371,0.356,DLBC,cBioPortal,,,,
48,A1BG,1,BCL9,607,-0.345,0.016,-0.352,0.014,0.119,0.124,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,BCLAF1,9774,-0.523,0,-0.523,0,0.274,0.273,DLBC,cBioPortal,,,,
48,A1BG,1,BCOR,54880,-0.527,0,-0.524,0,0.278,0.274,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BCORL1,63035,-0.404,0.004,-0.309,0.033,0.163,0.095,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BDH1,622,0.217,0.139,0.298,0.04,0.047,0.089,DLBC,cBioPortal,,,,
48,A1BG,1,BDH2,56898,0.32,0.026,0.263,0.07,0.103,0.069,DLBC,cBioPortal,,,,
48,A1BG,1,BDP1,55814,-0.697,0,-0.571,0,0.486,0.326,DLBC,cBioPortal,,,,
48,A1BG,1,BEAN1,146227,0.085,0.564,0.2,0.172,0.007,0.04,DLBC,cBioPortal,,,,
48,A1BG,1,BECN1,8678,0.314,0.03,0.263,0.07,0.099,0.069,DLBC,cBioPortal,,,,
48,A1BG,1,BEGAIN,57596,0.266,0.068,0.222,0.129,0.071,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,BEST4,266675,0.29,0.045,0.358,0.013,0.084,0.128,DLBC,cBioPortal,,,,
48,A1BG,1,BET3L,100128327,-0.34,0.018,-0.374,0.009,0.116,0.14,DLBC,cBioPortal,,,,
48,A1BG,1,BEX2,84707,0.31,0.032,0.28,0.054,0.096,0.078,DLBC,cBioPortal,,,,
48,A1BG,1,BFAR,51283,-0.371,0.009,-0.274,0.06,0.138,0.075,DLBC,cBioPortal,,,,
48,A1BG,1,BFSP2,8419,0.328,0.023,0.35,0.015,0.107,0.123,DLBC,cBioPortal,,,,
48,A1BG,1,BGLAP,632,0.622,0,0.615,0,0.387,0.378,DLBC,cBioPortal,,,,
48,A1BG,1,BHLHA15,168620,-0.384,0.007,-0.289,0.046,0.148,0.084,DLBC,cBioPortal,,,,
48,A1BG,1,BHLHE40,8553,-0.407,0.004,-0.302,0.037,0.166,0.091,DLBC,cBioPortal,,,,
48,A1BG,1,BHMT2,23743,-0.208,0.156,-0.208,0.157,0.043,0.043,DLBC,cBioPortal,,,,
48,A1BG,1,BICC1,80114,-0.572,0,-0.386,0.007,0.328,0.149,DLBC,cBioPortal,,,,
48,A1BG,1,BICD1,636,-0.394,0.006,-0.397,0.005,0.155,0.157,DLBC,cBioPortal,,,,
48,A1BG,1,BICD2,23299,-0.238,0.104,-0.217,0.138,0.056,0.047,DLBC,cBioPortal,,,,
48,A1BG,1,BIN1,274,0.518,0,0.588,0,0.268,0.346,DLBC,cBioPortal,,,,
48,A1BG,1,BIN2,51411,-0.248,0.089,-0.21,0.153,0.061,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,BIN3,55909,0.581,0,0.627,0,0.338,0.393,DLBC,cBioPortal,,,,
48,A1BG,1,BIRC5,332,0.372,0.009,0.453,0.001,0.138,0.205,DLBC,cBioPortal,,,,
48,A1BG,1,BIRC6,57448,-0.573,0,-0.505,0,0.329,0.255,DLBC,cBioPortal,,,,
48,A1BG,1,BIRC7,79444,0.342,0.017,0.273,0.061,0.117,0.074,DLBC,cBioPortal,,,,
48,A1BG,1,BLCAP,10904,0.568,0,0.593,0,0.323,0.351,DLBC,cBioPortal,,,,
48,A1BG,1,BLID,414899,-0.282,0.052,-0.251,0.085,0.079,0.063,DLBC,cBioPortal,,,,
48,A1BG,1,BLM,641,-0.425,0.003,-0.213,0.146,0.181,0.045,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BLMH,642,0.42,0.003,0.454,0.001,0.176,0.206,DLBC,cBioPortal,,,,
48,A1BG,1,BLOC1S1,2647,0.563,0,0.633,0,0.317,0.4,DLBC,cBioPortal,,,,
48,A1BG,1,BLVRB,645,0.313,0.03,0.217,0.139,0.098,0.047,DLBC,cBioPortal,,,,
48,A1BG,1,BLZF1,8548,-0.396,0.005,-0.403,0.005,0.157,0.162,DLBC,cBioPortal,,,,
48,A1BG,1,BMP10,27302,-0.45,0.001,-0.315,0.029,0.203,0.099,DLBC,cBioPortal,,,,
48,A1BG,1,BMP6,654,0.144,0.328,0.221,0.13,0.021,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,BMP8A,353500,-0.146,0.321,-0.258,0.076,0.021,0.067,DLBC,cBioPortal,,,,
48,A1BG,1,BMP8B,656,-0.423,0.003,-0.471,0.001,0.179,0.222,DLBC,cBioPortal,,,,
48,A1BG,1,BMPR1A,657,-0.397,0.005,-0.371,0.009,0.158,0.138,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BMPR2,659,-0.448,0.001,-0.361,0.012,0.2,0.131,DLBC,cBioPortal,,,,
48,A1BG,1,BMS1P4,729096,-0.537,0,-0.514,0,0.288,0.265,DLBC,cBioPortal,,,,
48,A1BG,1,BMS1P5,399761,-0.376,0.008,-0.213,0.147,0.141,0.045,DLBC,cBioPortal,,,,
48,A1BG,1,BMX,660,-0.079,0.593,-0.209,0.154,0.006,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,BNC1,646,-0.181,0.218,-0.237,0.105,0.033,0.056,DLBC,cBioPortal,,,,
48,A1BG,1,BNC2,54796,-0.455,0.001,-0.376,0.009,0.207,0.141,DLBC,cBioPortal,,,,
48,A1BG,1,BNIP1,662,0.391,0.006,0.405,0.004,0.153,0.164,DLBC,cBioPortal,,,,
48,A1BG,1,BNIP2,663,-0.468,0.001,-0.428,0.002,0.219,0.183,DLBC,cBioPortal,,,,
48,A1BG,1,BOD1,91272,0.282,0.052,0.262,0.072,0.079,0.069,DLBC,cBioPortal,,,,
48,A1BG,1,BOD1L,259282,-0.611,0,-0.575,0,0.374,0.331,DLBC,cBioPortal,,,,
48,A1BG,1,BOK,666,0.431,0.002,0.31,0.032,0.186,0.096,DLBC,cBioPortal,,,,
48,A1BG,1,BOLA1,51027,0.249,0.088,0.228,0.118,0.062,0.052,DLBC,cBioPortal,,,,
48,A1BG,1,BOLA2,552900,0.437,0.002,0.526,0,0.191,0.276,DLBC,cBioPortal,,,,
48,A1BG,1,BOLA3,388962,0.196,0.182,0.248,0.089,0.038,0.061,DLBC,cBioPortal,,,,
48,A1BG,1,BOP1,23246,0.08,0.588,0.267,0.067,0.006,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,BPGM,669,-0.4,0.005,-0.388,0.006,0.16,0.151,DLBC,cBioPortal,,,,
48,A1BG,1,BPHL,670,0.332,0.021,0.214,0.144,0.11,0.046,DLBC,cBioPortal,,,,
48,A1BG,1,BPIL1,80341,0.15,0.307,0.266,0.067,0.023,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,BPNT1,10380,0.218,0.137,0.22,0.134,0.047,0.048,DLBC,cBioPortal,,,,
48,A1BG,1,BPTF,2186,-0.557,0,-0.493,0,0.31,0.243,DLBC,cBioPortal,,,,
48,A1BG,1,BRAF,673,-0.577,0,-0.565,0,0.333,0.32,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,BRCA1,672,-0.498,0,-0.415,0.003,0.248,0.173,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BRCA2,675,-0.731,0,-0.601,0,0.534,0.361,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BRCC3,79184,-0.577,0,-0.53,0,0.333,0.281,DLBC,cBioPortal,,,,
48,A1BG,1,BRD1,23774,-0.407,0.004,-0.395,0.005,0.165,0.156,DLBC,cBioPortal,,,,
48,A1BG,1,BRD2,6046,-0.362,0.011,-0.425,0.003,0.131,0.181,DLBC,cBioPortal,,,,
48,A1BG,1,BRD3,8019,-0.433,0.002,-0.471,0.001,0.187,0.222,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,BRD4,23476,-0.464,0.001,-0.516,0,0.215,0.266,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,BRD7,29117,0.126,0.395,0.265,0.069,0.016,0.07,DLBC,cBioPortal,,,,
48,A1BG,1,BRD8,10902,-0.349,0.015,-0.406,0.004,0.121,0.165,DLBC,cBioPortal,,,,
48,A1BG,1,BRE,9577,0.46,0.001,0.428,0.002,0.211,0.183,DLBC,cBioPortal,,,,
48,A1BG,1,BREA2,286076,0.354,0.014,0.536,0,0.125,0.287,DLBC,cBioPortal,,,,
48,A1BG,1,BRF2,55290,0.339,0.018,0.356,0.013,0.115,0.127,DLBC,cBioPortal,,,,
48,A1BG,1,BRI3,25798,0.577,0,0.385,0.007,0.333,0.148,DLBC,cBioPortal,,,,
48,A1BG,1,BRIP1,83990,-0.633,0,-0.525,0,0.4,0.276,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BRMS1,25855,0.554,0,0.619,0,0.307,0.383,DLBC,cBioPortal,,,,
48,A1BG,1,BRMS1L,84312,-0.431,0.002,-0.396,0.005,0.186,0.157,DLBC,cBioPortal,,,,
48,A1BG,1,BRP44,25874,0.446,0.001,0.448,0.001,0.199,0.2,DLBC,cBioPortal,,,,
48,A1BG,1,BRP44L,51660,0.287,0.048,0.255,0.08,0.083,0.065,DLBC,cBioPortal,,,,
48,A1BG,1,BRPF1,7862,-0.435,0.002,-0.473,0.001,0.189,0.224,DLBC,cBioPortal,,,,
48,A1BG,1,BRPF3,27154,-0.407,0.004,-0.449,0.001,0.166,0.201,DLBC,cBioPortal,,,,
48,A1BG,1,BRSK1,84446,0.39,0.006,0.268,0.066,0.152,0.072,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BRSK2,9024,-0.001,0.993,0.348,0.016,0,0.121,DLBC,cBioPortal,,,,
48,A1BG,1,BRWD3,254065,-0.569,0,-0.505,0,0.324,0.255,DLBC,cBioPortal,,,,
48,A1BG,1,BSCL2,26580,0.568,0,0.566,0,0.323,0.321,DLBC,cBioPortal,,,,
48,A1BG,1,BSDC1,55108,-0.178,0.226,-0.299,0.039,0.032,0.089,DLBC,cBioPortal,,,,
48,A1BG,1,BSG,682,0.5,0,0.427,0.002,0.25,0.182,DLBC,cBioPortal,,,,
48,A1BG,1,BSN,8927,-0.1,0.5,0.232,0.112,0.01,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,BST2,684,0.533,0,0.448,0.001,0.284,0.201,DLBC,cBioPortal,,,,
48,A1BG,1,BTAF1,9044,-0.526,0,-0.51,0,0.277,0.26,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD10,84280,-0.422,0.003,-0.421,0.003,0.178,0.177,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD12,84464,-0.427,0.002,-0.348,0.015,0.182,0.121,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD19,149478,-0.4,0.005,-0.276,0.058,0.16,0.076,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD2,55643,0.457,0.001,0.483,0.001,0.209,0.233,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD3,22903,-0.326,0.024,-0.362,0.012,0.106,0.131,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD6,90135,0.384,0.007,0.494,0,0.148,0.244,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD7,55727,-0.429,0.002,-0.343,0.017,0.184,0.117,DLBC,cBioPortal,,,,
48,A1BG,1,BTBD8,284697,-0.283,0.051,-0.264,0.07,0.08,0.07,DLBC,cBioPortal,,,,
48,A1BG,1,BTF3,689,0.265,0.069,0.34,0.018,0.07,0.116,DLBC,cBioPortal,,,,
48,A1BG,1,BTF3L1,690,-0.261,0.073,-0.278,0.055,0.068,0.077,DLBC,cBioPortal,,,,
48,A1BG,1,BTG1,694,0.164,0.264,0.214,0.144,0.027,0.046,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BTN2A1,11120,-0.308,0.033,-0.379,0.008,0.095,0.144,DLBC,cBioPortal,,,,
48,A1BG,1,BTN2A3,54718,-0.427,0.002,-0.344,0.017,0.182,0.118,DLBC,cBioPortal,,,,
48,A1BG,1,BTN3A1,11119,-0.371,0.009,-0.346,0.016,0.138,0.12,DLBC,cBioPortal,,,,
48,A1BG,1,BTN3A3,10384,-0.275,0.059,-0.313,0.03,0.076,0.098,DLBC,cBioPortal,,,,
48,A1BG,1,BTRC,8945,-0.401,0.005,-0.359,0.012,0.161,0.129,DLBC,cBioPortal,,,,
48,A1BG,1,BUB1,699,-0.446,0.001,-0.382,0.007,0.199,0.146,DLBC,cBioPortal,,,,
48,A1BG,1,BUB1B,701,-0.586,0,-0.515,0,0.344,0.266,DLBC,cBioPortal,,,No,No
48,A1BG,1,BUD13,84811,0.138,0.351,0.345,0.016,0.019,0.119,DLBC,cBioPortal,,,,
48,A1BG,1,BUD31,8896,0.649,0,0.727,0,0.421,0.529,DLBC,cBioPortal,,,,
48,A1BG,1,BVES,11149,-0.338,0.019,-0.212,0.148,0.114,0.045,DLBC,cBioPortal,,,,
48,A1BG,1,BZW1,9689,-0.317,0.028,-0.291,0.045,0.1,0.085,DLBC,cBioPortal,,,,
48,A1BG,1,BZW2,28969,-0.342,0.018,-0.301,0.038,0.117,0.091,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf10,11067,0.225,0.124,0.288,0.047,0.051,0.083,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf105,414152,-0.188,0.2,-0.205,0.163,0.036,0.042,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf110,55853,-0.471,0.001,-0.357,0.013,0.222,0.127,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf11,83938,0.316,0.028,0.261,0.073,0.1,0.068,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf118,55088,-0.606,0,-0.539,0,0.367,0.29,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf119,79892,-0.466,0.001,-0.404,0.004,0.217,0.163,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf12,84458,-0.577,0,-0.362,0.012,0.333,0.131,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf125,282969,0.494,0,0.421,0.003,0.244,0.178,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf128,170371,-0.435,0.002,-0.351,0.015,0.189,0.123,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf131,387707,-0.461,0.001,-0.262,0.072,0.213,0.069,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf137,26098,-0.411,0.004,-0.399,0.005,0.169,0.159,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf18,54906,-0.481,0.001,-0.379,0.008,0.232,0.144,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf25,220979,0.097,0.513,0.291,0.045,0.009,0.084,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf26,54838,0.379,0.008,0.221,0.132,0.143,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf32,119032,0.361,0.012,0.308,0.033,0.13,0.095,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf4,118924,0.545,0,0.558,0,0.296,0.311,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf50,645528,0.307,0.034,0.244,0.095,0.094,0.06,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf53,282966,0.111,0.454,0.333,0.021,0.012,0.111,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf62,414157,0.122,0.408,0.221,0.131,0.015,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf67,256815,0.254,0.082,0.332,0.021,0.064,0.11,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf75,90271,0.504,0,0.297,0.04,0.254,0.088,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf78,119392,-0.208,0.156,-0.223,0.127,0.043,0.05,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf84,63877,0.029,0.843,0.221,0.132,0.001,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf88,80007,-0.228,0.119,-0.253,0.083,0.052,0.064,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf90,118611,-0.044,0.767,0.361,0.012,0.002,0.131,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf91,170393,-0.258,0.077,-0.325,0.024,0.067,0.105,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf93,255352,-0.305,0.035,-0.203,0.167,0.093,0.041,DLBC,cBioPortal,,,,
48,A1BG,1,C10orf95,79946,-0.411,0.004,-0.331,0.021,0.169,0.11,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf10,746,0.417,0.003,0.443,0.002,0.174,0.196,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf1,64776,0.322,0.025,0.508,0,0.104,0.258,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf17,56672,0.353,0.014,0.273,0.061,0.125,0.074,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf20,25858,0.09,0.544,0.353,0.014,0.008,0.125,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf2,738,0.555,0,0.562,0,0.308,0.316,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf30,56946,-0.584,0,-0.555,0,0.342,0.308,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf31,280636,0.599,0,0.7,0,0.359,0.49,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf34,349633,-0.351,0.014,-0.258,0.077,0.123,0.066,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf35,256329,0.307,0.034,0.244,0.094,0.094,0.06,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf46,120534,0.09,0.541,0.324,0.024,0.008,0.105,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf48,79081,0.486,0,0.612,0,0.236,0.375,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf49,79096,0.416,0.003,0.529,0,0.173,0.28,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf51,25906,0.54,0,0.602,0,0.291,0.362,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf58,10944,-0.369,0.01,-0.38,0.008,0.136,0.145,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf59,55004,0.595,0,0.649,0,0.354,0.421,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf61,79684,-0.448,0.001,-0.459,0.001,0.201,0.211,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf63,79864,-0.153,0.301,-0.236,0.107,0.023,0.056,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf67,28971,0.487,0,0.586,0,0.237,0.343,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf68,83638,0.592,0,0.528,0,0.351,0.278,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf73,51501,0.493,0,0.538,0,0.244,0.289,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf74,119710,0.347,0.016,0.229,0.117,0.12,0.053,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf82,220042,-0.354,0.013,-0.353,0.014,0.126,0.125,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf83,790955,0.485,0,0.557,0,0.235,0.31,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf85,283129,-0.453,0.001,-0.211,0.15,0.206,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,C11orf94,143678,-0.27,0.064,-0.231,0.113,0.073,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf10,60314,0.53,0,0.599,0,0.281,0.359,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf11,55726,-0.434,0.002,-0.419,0.003,0.189,0.175,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf35,55196,-0.481,0.001,-0.437,0.002,0.231,0.191,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf41,54934,-0.442,0.002,-0.466,0.001,0.196,0.217,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf43,64897,-0.324,0.025,-0.33,0.022,0.105,0.109,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf44,60673,0.522,0,0.529,0,0.272,0.279,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf45,121053,0.332,0.021,0.508,0,0.11,0.258,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf47,51275,0.368,0.01,0.431,0.002,0.136,0.185,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf48,55010,-0.565,0,-0.447,0.001,0.319,0.2,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf49,79794,-0.455,0.001,-0.432,0.002,0.207,0.186,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf50,160419,-0.362,0.011,-0.212,0.148,0.131,0.045,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf51,283450,-0.476,0.001,-0.454,0.001,0.227,0.206,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf5,57103,-0.581,0,-0.482,0.001,0.337,0.232,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf57,113246,0.565,0,0.562,0,0.32,0.316,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf59,120939,0.155,0.294,0.376,0.008,0.024,0.141,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf62,84987,0.455,0.001,0.448,0.001,0.207,0.201,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf66,144577,-0.598,0,-0.518,0,0.358,0.269,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf68,387856,0.15,0.31,0.402,0.005,0.022,0.162,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf71,728858,-0.385,0.007,-0.355,0.013,0.148,0.126,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf73,728568,0.286,0.049,0.308,0.033,0.082,0.095,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf74,440107,-0.445,0.002,-0.265,0.069,0.198,0.07,DLBC,cBioPortal,,,,
48,A1BG,1,C12orf77,196415,0.189,0.199,0.261,0.073,0.036,0.068,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf18,80183,-0.217,0.138,-0.232,0.113,0.047,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf23,80209,-0.425,0.003,-0.385,0.007,0.18,0.149,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf27,93081,-0.186,0.206,-0.227,0.12,0.034,0.052,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf31,144811,-0.319,0.027,-0.314,0.03,0.102,0.098,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf33,84935,-0.263,0.071,-0.227,0.121,0.069,0.051,DLBC,cBioPortal,,,,
48,A1BG,1,C13orf34,79866,-0.54,0,-0.484,0,0.291,0.234,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf104,55172,-0.262,0.072,-0.329,0.022,0.069,0.108,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf106,55320,-0.711,0,-0.619,0,0.505,0.383,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf109,26175,0.5,0,0.447,0.001,0.25,0.2,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf118,55668,-0.67,0,-0.628,0,0.449,0.394,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf119,55017,0.33,0.022,0.299,0.039,0.109,0.089,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf126,112487,-0.275,0.059,-0.233,0.11,0.075,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf135,64430,-0.554,0,-0.542,0,0.307,0.293,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf142,84520,0.223,0.128,0.217,0.138,0.05,0.047,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf145,145508,-0.648,0,-0.5,0,0.42,0.25,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf147,171546,-0.482,0.001,-0.418,0.003,0.232,0.175,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf149,112849,-0.38,0.008,-0.4,0.005,0.144,0.16,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf153,84334,0.542,0,0.69,0,0.294,0.477,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf156,81892,0.326,0.024,0.349,0.015,0.106,0.122,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf159,80017,-0.193,0.189,-0.23,0.115,0.037,0.053,DLBC,cBioPortal,,,,
48,A1BG,1,C14orf166,51637,0.428,0.002,0.587,0,0.183,0.344,DLBC,cBioPortal,,,,
