Cancer_Type,Hugo_Symbol,Gene_Id_Entrez,Hotspot,Number_of_Mutated_Samples,Total_Number_of_Samples,Overall_Mutation_Frequency,Dataset_Name,Is_Oncogene,Is_Tumour_Suppressor_Gene,Is_WDR
STAD,C18orf8,0,0,12,435,2.76,cBioPortal,--,--,true
THCA,WDR72,256764,0,2,484,0.41,cBioPortal,--,--,true
UVM,FBXW7,55294,0,1,80,1.25,cBioPortal,false,true,true
BRCA,DCAF5,8816,0,7,1009,0.69,cBioPortal,--,--,true
BRCA,CORO1A,11151,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,WDR47,22911,0,9,409,2.2,cBioPortal,--,--,true
ESCA,IFT80,57560,0,1,182,0.55,cBioPortal,--,--,true
CESC,DCAF8,50717,0,6,281,2.14,cBioPortal,--,--,true
COADREAD,GNB1,2782,0,7,528,1.33,cBioPortal,true,false,true
KIRP,ESR1,2099,0,1,274,0.36,cBioPortal,true,false,false
GBM,CHAF1B,8208,0,1,393,0.25,cBioPortal,--,--,true
HNSC,EIF3I,8668,0,3,502,0.6,cBioPortal,--,--,true
KIRC,AHI1,54806,0,2,356,0.56,cBioPortal,--,--,true
LGG,FBXW8,26259,0,1,509,0.2,cBioPortal,--,--,true
LIHC,PRPF19,27339,0,1,358,0.28,cBioPortal,--,--,true
LUAD,IMPACT,55364,0,2,561,0.36,cBioPortal,--,--,true
LUSC,BRWD1,54014,0,18,469,3.84,cBioPortal,--,--,true
SKCM,SHKBP1,92799,0,20,440,4.55,cBioPortal,--,--,true
OV,WDR82,80335,0,3,409,0.73,cBioPortal,--,--,true
PAAD,DCAF4L1,285429,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR24,84219,0,3,491,0.61,cBioPortal,--,--,true
SARC,COPB2,9276,0,2,234,0.85,cBioPortal,--,--,true
UCEC,CDRT1,374286,0,32,515,6.21,cBioPortal,--,--,true
STAD,DCAF6,55827,0,7,435,1.61,cBioPortal,--,--,true
THCA,FBXW7,55294,0,1,484,0.21,cBioPortal,false,true,true
UVM,CDC20B,166979,0,1,80,1.25,cBioPortal,--,--,true
BRCA,WRAP53,55135,0,3,1009,0.3,cBioPortal,--,--,true
BRCA,DMWD,1762,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,PIK3R4,30849,0,12,409,2.93,cBioPortal,--,--,true
ESCA,KCTD3,51133,0,1,182,0.55,cBioPortal,--,--,true
CESC,RAE1,8480,0,3,281,1.07,cBioPortal,--,--,true
COADREAD,WRAP73,49856,0,7,528,1.33,cBioPortal,--,--,true
KIRP,EML3,256364,0,1,274,0.36,cBioPortal,--,--,true
GBM,BRWD1,54014,0,4,393,1.02,cBioPortal,--,--,true
HNSC,TBL1X,6907,0,6,502,1.2,cBioPortal,--,--,true
KIRC,GNB1,2782,0,3,356,0.84,cBioPortal,true,false,true
LGG,WSB2,55884,0,1,509,0.2,cBioPortal,--,--,true
LIHC,NWD1,284434,0,4,358,1.12,cBioPortal,--,--,true
LUAD,WDR62,284403,0,12,561,2.14,cBioPortal,--,--,true
LUSC,WDFY3,23001,0,36,469,7.68,cBioPortal,--,--,true
SKCM,SMU1,55234,0,13,440,2.95,cBioPortal,--,--,true
OV,WDR1,9948,0,3,409,0.73,cBioPortal,--,--,true
PAAD,WDR78,0,0,3,174,1.72,cBioPortal,--,--,true
PRAD,BRWD3,254065,0,2,491,0.41,cBioPortal,--,--,true
SARC,WDR59,79726,0,2,234,0.85,cBioPortal,--,--,true
UCEC,FBXW10,10517,0,35,515,6.8,cBioPortal,--,--,true
STAD,AAMP,14,0,3,435,0.69,cBioPortal,--,--,true
THCA,TBL2,26608,0,2,484,0.41,cBioPortal,--,--,true
UVM,AHI1,54806,0,1,80,1.25,cBioPortal,--,--,true
BRCA,BRCA1,672,0,27,1009,2.68,cBioPortal,false,true,false
BRCA,DAW1,164781,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,WDR55,54853,0,3,409,0.73,cBioPortal,--,--,true
ESCA,LRBA,987,0,6,182,3.3,cBioPortal,--,--,true
CESC,NSMAF,8439,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,TBL2,26608,0,10,528,1.89,cBioPortal,--,--,true
KIRP,TLE6,79816,0,2,274,0.73,cBioPortal,--,--,true
GBM,DAW1,164781,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR93,56964,0,1,502,0.2,cBioPortal,--,--,true
KIRC,WDR27,253769,0,2,356,0.56,cBioPortal,--,--,true
LGG,APAF1,317,0,3,509,0.59,cBioPortal,--,--,true
LIHC,UTP15,84135,0,3,358,0.84,cBioPortal,--,--,true
LUAD,CDC20,991,0,7,561,1.25,cBioPortal,--,--,true
LUSC,STRAP,11171,0,4,469,0.85,cBioPortal,--,--,true
SKCM,STRN,6801,0,21,440,4.77,cBioPortal,false,false,true
OV,WDR96,0,0,9,409,2.2,cBioPortal,--,--,true
PAAD,RPTOR,57521,0,2,174,1.15,cBioPortal,true,false,true
PRAD,AHI1,54806,0,2,491,0.41,cBioPortal,--,--,true
SARC,PALB2,79728,0,2,234,0.85,cBioPortal,false,true,true
UCEC,RPTOR,57521,0,33,515,6.41,cBioPortal,true,false,true
STAD,WDR45,11152,0,5,435,1.15,cBioPortal,--,--,true
THCA,WDR66,0,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR91,29062,0,4,1009,0.4,cBioPortal,--,--,true
BRCA,GNB2,2783,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,COPA,1314,0,12,409,2.93,cBioPortal,--,--,true
ESCA,KIAA1875,0,0,3,182,1.65,cBioPortal,--,--,true
CESC,SEC31B,25956,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,PLRG1,5356,0,8,528,1.52,cBioPortal,--,--,true
KIRP,NSMAF,8439,0,3,274,1.09,cBioPortal,--,--,true
GBM,WDSUB1,151525,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR37,22884,0,3,502,0.6,cBioPortal,--,--,true
KIRC,PRPF19,27339,0,1,356,0.28,cBioPortal,--,--,true
LGG,PAN2,9924,0,2,509,0.39,cBioPortal,--,--,true
LIHC,TLE2,7089,0,2,358,0.56,cBioPortal,false,false,true
LUAD,LRWD1,222229,0,2,561,0.36,cBioPortal,--,--,true
LUSC,DNAI1,27019,0,11,469,2.35,cBioPortal,--,--,true
SKCM,SPAG16,79582,0,30,440,6.82,cBioPortal,--,--,true
OV,TLE1,7088,0,3,409,0.73,cBioPortal,false,false,true
PAAD,PPWD1,23398,0,2,174,1.15,cBioPortal,--,--,true
PRAD,EDC4,23644,0,2,491,0.41,cBioPortal,--,--,true
SARC,TBL1Y,90665,0,2,234,0.85,cBioPortal,--,--,true
UCEC,WIPI1,55062,0,18,515,3.5,cBioPortal,--,--,true
STAD,SEC13,6396,0,4,435,0.92,cBioPortal,--,--,true
THCA,AHI1,54806,0,1,484,0.21,cBioPortal,--,--,true
UVM,WDR27,253769,0,1,80,1.25,cBioPortal,--,--,true
BRCA,FBXW10,10517,0,9,1009,0.89,cBioPortal,--,--,true
BRCA,WDR38,401551,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,TSSC1,0,0,5,409,1.22,cBioPortal,--,--,true
ESCA,KIF21A,55605,0,5,182,2.75,cBioPortal,--,--,true
CESC,SEC31A,22872,0,6,281,2.14,cBioPortal,false,false,true
COADREAD,DCAF4L1,285429,0,11,528,2.08,cBioPortal,--,--,true
KIRP,ZNF106,64397,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR75,84128,0,3,393,0.76,cBioPortal,--,--,true
HNSC,BUB3,9184,0,1,502,0.2,cBioPortal,--,--,true
KIRC,WDR26,80232,0,3,356,0.84,cBioPortal,--,--,true
LGG,POC1B,282809,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR43,23160,0,1,358,0.28,cBioPortal,--,--,true
LUAD,DENND3,22898,0,8,561,1.43,cBioPortal,--,--,true
LUSC,TBL1Y,90665,0,4,469,0.85,cBioPortal,--,--,true
SKCM,SRFBP1,153443,0,6,440,1.36,cBioPortal,--,--,true
OV,DMXL2,23312,0,8,409,1.96,cBioPortal,--,--,true
PAAD,WIPI2,26100,0,2,174,1.15,cBioPortal,--,--,true
PRAD,WDR96,0,0,4,491,0.81,cBioPortal,--,--,true
SARC,WDR16,0,0,1,234,0.43,cBioPortal,--,--,true
UCEC,DNAI2,64446,0,30,515,5.83,cBioPortal,--,--,true
STAD,WDR49,151790,0,24,435,5.52,cBioPortal,--,--,true
THCA,WDR52,0,0,2,484,0.41,cBioPortal,--,--,true
UVM,TBL2,26608,0,1,80,1.25,cBioPortal,--,--,true
BRCA,DENND3,22898,0,10,1009,0.99,cBioPortal,--,--,true
BRCA,WDR41,55255,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,PLRG1,5356,0,8,409,1.96,cBioPortal,--,--,true
ESCA,KIF21B,23046,0,2,182,1.1,cBioPortal,--,--,true
CESC,PPP2R2C,5522,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,WDR27,253769,0,8,528,1.52,cBioPortal,--,--,true
KIRP,CDC40,51362,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR35,57539,0,3,393,0.76,cBioPortal,--,--,true
HNSC,EML1,2009,0,6,502,1.2,cBioPortal,--,--,true
KIRC,GTF3C2,2976,0,4,356,1.12,cBioPortal,--,--,true
LGG,NEDD1,121441,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR70,55100,0,2,358,0.56,cBioPortal,--,--,true
LUAD,BTRC,8945,0,13,561,2.32,cBioPortal,--,--,true
LUSC,PGR,5241,0,15,469,3.2,cBioPortal,true,false,false
SKCM,STRAP,11171,0,8,440,1.82,cBioPortal,--,--,true
OV,DPH7,92715,0,1,409,0.24,cBioPortal,--,--,true
PAAD,PLAA,9373,0,1,174,0.57,cBioPortal,--,--,true
PRAD,PPWD1,23398,0,1,491,0.2,cBioPortal,--,--,true
SARC,DMXL2,23312,0,3,234,1.28,cBioPortal,--,--,true
UCEC,WRAP53,55135,0,21,515,4.08,cBioPortal,--,--,true
STAD,WDR6,11180,0,14,435,3.22,cBioPortal,--,--,true
THCA,DCAF12,25853,0,1,484,0.21,cBioPortal,--,--,true
UVM,DCAF12,25853,0,1,80,1.25,cBioPortal,--,--,true
BRCA,KIF21A,55605,0,10,1009,0.99,cBioPortal,--,--,true
BRCA,SHKBP1,92799,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,WDR45,11152,0,8,409,1.96,cBioPortal,--,--,true
ESCA,MIOS,54468,0,2,182,1.1,cBioPortal,--,--,true
CESC,THOC3,84321,0,3,281,1.07,cBioPortal,--,--,true
COADREAD,DCAF13,25879,0,10,528,1.89,cBioPortal,--,--,true
KIRP,RBBP7,5931,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDPCP,51057,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR62,284403,0,9,502,1.79,cBioPortal,--,--,true
KIRC,RAE1,8480,0,1,356,0.28,cBioPortal,--,--,true
LGG,TEP1,7011,0,5,509,0.98,cBioPortal,--,--,true
LIHC,FBXO30,84085,0,1,358,0.28,cBioPortal,--,--,true
LUAD,CORO2A,7464,0,6,561,1.07,cBioPortal,--,--,true
LUSC,DENND3,22898,0,7,469,1.49,cBioPortal,--,--,true
SKCM,STXBP5L,9515,0,110,440,25,cBioPortal,--,--,true
OV,WDR17,116966,0,6,409,1.47,cBioPortal,--,--,true
PAAD,HERC1,8925,0,3,174,1.72,cBioPortal,--,--,true
PRAD,ELP2,55250,0,2,491,0.41,cBioPortal,false,false,true
SARC,WDR52,0,0,1,234,0.43,cBioPortal,--,--,true
UCEC,ELP2,55250,0,21,515,4.08,cBioPortal,false,false,true
STAD,WDR59,79726,0,10,435,2.3,cBioPortal,--,--,true
THCA,WDR35,57539,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR7,23335,0,12,1009,1.19,cBioPortal,--,--,true
BRCA,WDR1,9948,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,WDR46,9277,0,6,409,1.47,cBioPortal,--,--,true
ESCA,LYST,1130,0,7,182,3.85,cBioPortal,--,--,true
CESC,EML5,161436,0,3,281,1.07,cBioPortal,--,--,true
COADREAD,WDR34,0,0,6,528,1.14,cBioPortal,--,--,true
KIRP,WDYHV1,0,0,1,274,0.36,cBioPortal,--,--,true
GBM,ATG16L1,55054,0,1,393,0.25,cBioPortal,--,--,true
HNSC,TBL3,10607,0,3,502,0.6,cBioPortal,--,--,true
KIRC,UTP18,51096,0,2,356,0.56,cBioPortal,--,--,true
LGG,BRCA2,675,0,7,509,1.38,cBioPortal,false,true,false
LIHC,DENND3,22898,0,6,358,1.68,cBioPortal,--,--,true
LUAD,EML4,27436,0,9,561,1.6,cBioPortal,false,false,true
LUSC,NEDD1,121441,0,10,469,2.13,cBioPortal,--,--,true
SKCM,STRN3,29966,0,13,440,2.95,cBioPortal,--,--,true
OV,C18orf8,0,0,2,409,0.49,cBioPortal,--,--,true
PAAD,EML1,2009,0,3,174,1.72,cBioPortal,--,--,true
PRAD,THOC6,79228,0,1,491,0.2,cBioPortal,--,--,true
SARC,WDTC1,23038,0,2,234,0.85,cBioPortal,--,--,true
UCEC,WDR45B,56270,0,16,515,3.11,cBioPortal,--,--,true
STAD,NEDD1,121441,0,5,435,1.15,cBioPortal,--,--,true
THCA,LYST,1130,0,4,484,0.83,cBioPortal,--,--,true
BRCA,WDR87,83889,0,18,1009,1.78,cBioPortal,--,--,true
BRCA,WDR27,253769,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,WDR31,114987,0,5,409,1.22,cBioPortal,--,--,true
ESCA,MAPKBP1,23005,0,3,182,1.65,cBioPortal,--,--,true
CESC,COPB2,9276,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,COPA,1314,0,16,528,3.03,cBioPortal,--,--,true
KIRP,RPTOR,57521,0,2,274,0.73,cBioPortal,true,false,true
GBM,GTF3C2,2976,0,3,393,0.76,cBioPortal,--,--,true
HNSC,DNAI2,64446,0,6,502,1.2,cBioPortal,--,--,true
KIRC,WDR93,56964,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDFY2,115825,0,1,509,0.2,cBioPortal,--,--,true
LIHC,DCAF10,79269,0,2,358,0.56,cBioPortal,--,--,true
LUAD,WDR48,57599,0,4,561,0.71,cBioPortal,--,--,true
LUSC,RFWD2,0,0,13,469,2.77,cBioPortal,--,--,true
SKCM,STRN4,29888,0,16,440,3.64,cBioPortal,--,--,true
OV,KIF21A,55605,0,11,409,2.69,cBioPortal,--,--,true
PAAD,WDR3,10885,0,3,174,1.72,cBioPortal,--,--,true
PRAD,CDH1,999,0,2,491,0.41,cBioPortal,false,true,true
SARC,WDR65,0,0,2,234,0.85,cBioPortal,--,--,true
UCEC,C18orf8,0,0,25,515,4.85,cBioPortal,--,--,true
STAD,NBEA,26960,0,57,435,13.1,cBioPortal,--,--,true
THCA,WDR6,11180,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR37,22884,0,3,1009,0.3,cBioPortal,--,--,true
BRCA,POC1A,25886,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,TLE1,7088,0,9,409,2.2,cBioPortal,false,false,true
ESCA,MED16,10025,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR37,22884,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,ATG16L1,55054,0,8,528,1.52,cBioPortal,--,--,true
KIRP,PEX7,5191,0,1,274,0.36,cBioPortal,--,--,true
GBM,IFT172,26160,0,6,393,1.53,cBioPortal,--,--,true
HNSC,WDR88,126248,0,5,502,1,cBioPortal,--,--,true
KIRC,WDR64,128025,0,2,356,0.56,cBioPortal,--,--,true
LGG,TECPR2,9895,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR17,116966,0,8,358,2.23,cBioPortal,--,--,true
LUAD,DYNC1I1,1780,0,18,561,3.21,cBioPortal,--,--,true
LUSC,GTF3C2,2976,0,13,469,2.77,cBioPortal,--,--,true
SKCM,STXBP5,134957,0,25,440,5.68,cBioPortal,--,--,true
OV,NBEA,26960,0,9,409,2.2,cBioPortal,--,--,true
PAAD,C18orf8,0,0,2,174,1.15,cBioPortal,--,--,true
PRAD,PLAA,9373,0,5,491,1.02,cBioPortal,--,--,true
SARC,DAW1,164781,0,1,234,0.43,cBioPortal,--,--,true
UCEC,IMPACT,55364,0,15,515,2.91,cBioPortal,--,--,true
STAD,WDR89,112840,0,3,435,0.69,cBioPortal,--,--,true
THCA,RDH14,57665,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR47,22911,0,7,1009,0.69,cBioPortal,--,--,true
BRCA,ARPC1B,10095,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,GEMIN5,25929,0,10,409,2.44,cBioPortal,--,--,true
ESCA,NLE1,54475,0,2,182,1.1,cBioPortal,--,--,true
CESC,WDR26,80232,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,RFWD3,55159,0,6,528,1.14,cBioPortal,--,--,true
KIRP,DTL,51514,0,1,274,0.36,cBioPortal,--,--,true
GBM,PIK3R4,30849,0,2,393,0.51,cBioPortal,--,--,true
HNSC,EIF2A,83939,0,4,502,0.8,cBioPortal,--,--,true
KIRC,NBEAL1,65065,0,2,356,0.56,cBioPortal,--,--,true
LGG,MAPKBP1,23005,0,2,509,0.39,cBioPortal,--,--,true
LIHC,SEC31A,22872,0,2,358,0.56,cBioPortal,false,false,true
LUAD,TLE6,79816,0,1,561,0.18,cBioPortal,--,--,true
LUSC,SPAG16,79582,0,16,469,3.41,cBioPortal,--,--,true
SKCM,TBL1X,6907,0,15,440,3.41,cBioPortal,--,--,true
OV,EML5,161436,0,2,409,0.49,cBioPortal,--,--,true
PAAD,WDR5,11091,0,1,174,0.57,cBioPortal,--,--,true
PRAD,IFT140,9742,0,4,491,0.81,cBioPortal,--,--,true
SARC,KIF21A,55605,0,3,234,1.28,cBioPortal,--,--,true
UCEC,WDR62,284403,0,44,515,8.54,cBioPortal,--,--,true
STAD,TLE1,7088,0,9,435,2.07,cBioPortal,false,false,true
THCA,COPB2,9276,0,1,484,0.21,cBioPortal,--,--,true
BRCA,EDC4,23644,0,6,1009,0.59,cBioPortal,--,--,true
BRCA,WDR61,80349,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,STRAP,11171,0,4,409,0.98,cBioPortal,--,--,true
ESCA,NBEA,26960,0,12,182,6.59,cBioPortal,--,--,true
CESC,KIAA1875,0,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR11,55717,0,15,528,2.84,cBioPortal,--,--,true
KIRP,HPS5,11234,0,2,274,0.73,cBioPortal,--,--,true
GBM,WDR92,0,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR26,80232,0,2,502,0.4,cBioPortal,--,--,true
KIRC,SPAG16,79582,0,1,356,0.28,cBioPortal,--,--,true
LGG,RNASE7,84659,0,1,509,0.2,cBioPortal,--,--,true
LIHC,NEDD1,121441,0,2,358,0.56,cBioPortal,--,--,true
LUAD,TLE4,7091,0,10,561,1.78,cBioPortal,false,false,true
LUSC,DCAF8L2,347442,0,23,469,4.9,cBioPortal,--,--,true
SKCM,TAF5,6877,0,8,440,1.82,cBioPortal,--,--,true
OV,KIF21B,23046,0,8,409,1.96,cBioPortal,--,--,true
PAAD,FBXW4,6468,0,2,174,1.15,cBioPortal,--,--,true
PRAD,WDR37,22884,0,2,491,0.41,cBioPortal,--,--,true
SARC,STRN4,29888,0,2,234,0.85,cBioPortal,--,--,true
UCEC,FBXW9,84261,0,12,515,2.33,cBioPortal,--,--,true
STAD,SEH1L,81929,0,4,435,0.92,cBioPortal,--,--,true
THCA,WDR46,9277,0,1,484,0.21,cBioPortal,--,--,true
BRCA,KIF21B,23046,0,11,1009,1.09,cBioPortal,--,--,true
BRCA,PAAF1,80227,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,WDR3,10885,0,9,409,2.2,cBioPortal,--,--,true
ESCA,NBEAL1,65065,0,5,182,2.75,cBioPortal,--,--,true
CESC,DDB2,1643,0,1,281,0.36,cBioPortal,false,true,true
COADREAD,CORO2B,10391,0,13,528,2.46,cBioPortal,--,--,true
KIRP,DCAF12L2,340578,0,1,274,0.36,cBioPortal,--,--,true
GBM,WDR54,84058,0,2,393,0.51,cBioPortal,--,--,true
HNSC,PWP2,5822,0,3,502,0.6,cBioPortal,--,--,true
KIRC,WDR49,151790,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDHD1,11169,0,2,509,0.39,cBioPortal,--,--,true
LIHC,HERC1,8925,0,9,358,2.51,cBioPortal,--,--,true
LUAD,WDR44,54521,0,10,561,1.78,cBioPortal,--,--,true
LUSC,TLE3,7090,0,7,469,1.49,cBioPortal,false,false,true
SKCM,TAF5L,27097,0,8,440,1.82,cBioPortal,--,--,true
OV,WDR64,128025,0,5,409,1.22,cBioPortal,--,--,true
PAAD,WDR33,55339,0,3,174,1.72,cBioPortal,--,--,true
PRAD,FZR1,51343,0,3,491,0.61,cBioPortal,true,true,true
SARC,BRWD3,254065,0,2,234,0.85,cBioPortal,--,--,true
UCEC,TLE6,79816,0,22,515,4.27,cBioPortal,--,--,true
STAD,WDR43,23160,0,3,435,0.69,cBioPortal,--,--,true
THCA,PAN2,9924,0,1,484,0.21,cBioPortal,--,--,true
BRCA,SNRNP40,9410,0,3,1009,0.3,cBioPortal,--,--,true
BRCA,AAMP,14,0,1,1009,0.1,cBioPortal,--,--,true
BLCA,WDR19,57728,0,7,409,1.71,cBioPortal,--,--,true
ESCA,NBEAL2,23218,0,6,182,3.3,cBioPortal,--,--,true
CESC,WDR76,79968,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,KATNB1,10300,0,10,528,1.89,cBioPortal,--,--,true
KIRP,NUP37,79023,0,1,274,0.36,cBioPortal,--,--,true
GBM,IFT122,55764,0,3,393,0.76,cBioPortal,--,--,true
HNSC,COPB2,9276,0,7,502,1.39,cBioPortal,--,--,true
KIRC,TBC1D31,93594,0,2,356,0.56,cBioPortal,--,--,true
LGG,EML5,161436,0,3,509,0.59,cBioPortal,--,--,true
LIHC,FBXW10,10517,0,3,358,0.84,cBioPortal,--,--,true
LUAD,WDR76,79968,0,1,561,0.18,cBioPortal,--,--,true
LUSC,WDR62,284403,0,9,469,1.92,cBioPortal,--,--,true
SKCM,TBC1D31,93594,0,14,440,3.18,cBioPortal,--,--,true
OV,LRBA,987,0,8,409,1.96,cBioPortal,--,--,true
PAAD,STXBP5L,9515,0,3,174,1.72,cBioPortal,--,--,true
PRAD,WDR60,0,0,3,491,0.61,cBioPortal,--,--,true
SARC,DDB2,1643,0,1,234,0.43,cBioPortal,false,true,true
UCEC,WDR88,126248,0,27,515,5.24,cBioPortal,--,--,true
STAD,EML6,400954,0,1,435,0.23,cBioPortal,--,--,true
THCA,NLRP4,147945,0,1,484,0.21,cBioPortal,--,--,true
BRCA,ELP2,55250,0,7,1009,0.69,cBioPortal,false,false,true
BRCA,WDSUB1,151525,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,BRWD1,54014,0,22,409,5.38,cBioPortal,--,--,true
ESCA,NUP43,348995,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR45,11152,0,5,281,1.78,cBioPortal,--,--,true
COADREAD,WDR4,10785,0,5,528,0.95,cBioPortal,--,--,true
KIRP,NLRP4,147945,0,2,274,0.73,cBioPortal,--,--,true
GBM,WDR53,348793,0,1,393,0.25,cBioPortal,--,--,true
HNSC,WIPI2,26100,0,3,502,0.6,cBioPortal,--,--,true
KIRC,UTP15,84135,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR72,256764,0,3,509,0.59,cBioPortal,--,--,true
LIHC,TAF5,6877,0,2,358,0.56,cBioPortal,--,--,true
LUAD,DMXL1,1657,0,37,561,6.6,cBioPortal,--,--,true
LUSC,BRCA2,675,0,29,469,6.18,cBioPortal,false,true,false
SKCM,TBL3,10607,0,14,440,3.18,cBioPortal,--,--,true
OV,HERC1,8925,0,5,409,1.22,cBioPortal,--,--,true
PAAD,CDC20B,166979,0,2,174,1.15,cBioPortal,--,--,true
PRAD,DCAF8L1,139425,0,1,491,0.2,cBioPortal,--,--,true
SARC,PPP2R2A,5520,0,1,234,0.43,cBioPortal,false,true,true
UCEC,NLRP4,147945,0,43,515,8.35,cBioPortal,--,--,true
STAD,PAFAH1B1,5048,0,14,435,3.22,cBioPortal,--,--,true
THCA,WDR7,23335,0,1,484,0.21,cBioPortal,--,--,true
BRCA,NBEAL1,65065,0,17,1009,1.68,cBioPortal,--,--,true
BRCA,FZR1,51343,0,3,1009,0.3,cBioPortal,true,true,true
BLCA,PWP1,11137,0,4,409,0.98,cBioPortal,--,--,true
ESCA,NLRP4,147945,0,4,182,2.2,cBioPortal,--,--,true
CESC,WDFY1,57590,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,BRCA1,672,0,16,528,3.03,cBioPortal,false,true,false
KIRP,PWP2,5822,0,2,274,0.73,cBioPortal,--,--,true
GBM,COPB2,9276,0,2,393,0.51,cBioPortal,--,--,true
HNSC,DCAF4L1,285429,0,2,502,0.4,cBioPortal,--,--,true
KIRC,DCAF11,80344,0,4,356,1.12,cBioPortal,--,--,true
LGG,ZNF106,64397,0,3,509,0.59,cBioPortal,--,--,true
LIHC,TBL1Y,90665,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDTC1,23038,0,7,561,1.25,cBioPortal,--,--,true
LUSC,EML4,27436,0,6,469,1.28,cBioPortal,false,false,true
SKCM,TBL1XR1,79718,0,7,440,1.59,cBioPortal,true,false,true
OV,WDFY3,23001,0,10,409,2.44,cBioPortal,--,--,true
PAAD,WDR82,80335,0,1,174,0.57,cBioPortal,--,--,true
PRAD,IFT122,55764,0,5,491,1.02,cBioPortal,--,--,true
SARC,IFT172,26160,0,3,234,1.28,cBioPortal,--,--,true
UCEC,SHKBP1,92799,0,24,515,4.66,cBioPortal,--,--,true
STAD,WDR13,64743,0,7,435,1.61,cBioPortal,--,--,true
THCA,BRWD3,254065,0,2,484,0.41,cBioPortal,--,--,true
BRCA,WDR17,116966,0,17,1009,1.68,cBioPortal,--,--,true
BRCA,CHAF1B,8208,0,2,1009,0.2,cBioPortal,--,--,true
BLCA,CORO2B,10391,0,8,409,1.96,cBioPortal,--,--,true
ESCA,NOL10,79954,0,1,182,0.55,cBioPortal,--,--,true
CESC,GNB2,2783,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,WDR78,0,0,15,528,2.84,cBioPortal,--,--,true
KIRP,BRWD3,254065,0,3,274,1.09,cBioPortal,--,--,true
GBM,EIF2A,83939,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR41,55255,0,2,502,0.4,cBioPortal,--,--,true
KIRC,GRWD1,83743,0,1,356,0.28,cBioPortal,--,--,true
LGG,DMXL2,23312,0,6,509,1.18,cBioPortal,--,--,true
LIHC,POC1A,25886,0,2,358,0.56,cBioPortal,--,--,true
LUAD,UTP15,84135,0,4,561,0.71,cBioPortal,--,--,true
LUSC,PPP2R2C,5522,0,7,469,1.49,cBioPortal,--,--,true
SKCM,TBL1Y,90665,0,10,440,2.27,cBioPortal,--,--,true
OV,WDR34,0,0,2,409,0.49,cBioPortal,--,--,true
PAAD,WSB2,55884,0,2,174,1.15,cBioPortal,--,--,true
PRAD,UTP15,84135,0,2,491,0.41,cBioPortal,--,--,true
SARC,POC1B,282809,0,1,234,0.43,cBioPortal,--,--,true
UCEC,EML2,24139,0,19,515,3.69,cBioPortal,--,--,true
STAD,IFT140,9742,0,18,435,4.14,cBioPortal,--,--,true
THCA,EML3,256364,0,1,484,0.21,cBioPortal,--,--,true
BRCA,WDR45B,56270,0,4,1009,0.4,cBioPortal,--,--,true
