hugo_symbol_a,hugo_symbol_b,neighborhood,neighborhood_transferred,fusion,cooccurence,homology,coexpression,coexpression_transferred,experiments,experiments_transferred,database,database_transferred,textmining,textmining_transferred,combined_score,dataset_name,is_oncogene_a,is_tumor_suppressor_gene_a,is_oncogene_b,is_tumor_suppressor_gene_b
SH3GL1,FXR2,0,0,0,0,0,193,0,0,0,0,0,150,41,284,STRING_v12,No,No,,
SELENOV,PRAMEF6,0,0,0,0,0,0,0,0,45,0,0,378,0,380,STRING_v12,,,,
HSD17B1,PCBD2,0,0,0,0,0,49,74,0,0,0,215,0,104,297,STRING_v12,,,,
HTT,FXR2,0,0,0,0,0,49,0,0,0,0,0,271,69,298,STRING_v12,,,,
PRR14,TYK2,0,0,0,0,0,260,0,0,0,0,0,0,0,260,STRING_v12,,,Yes,No
PLAT,SRGN,0,0,0,0,0,56,0,0,0,0,0,477,0,485,STRING_v12,,,,
CXCL1,SRGN,0,0,0,0,0,118,0,0,0,0,0,436,0,481,STRING_v12,,,,
CYTIP,SRGN,0,0,0,0,0,331,55,0,0,0,0,0,0,340,STRING_v12,,,,
GATA4,EOMES,0,0,0,0,0,0,57,0,68,0,0,736,72,755,STRING_v12,No,Yes,,
KAT2B,CHD8,0,0,0,0,0,0,46,0,173,0,0,160,159,368,STRING_v12,,,,
FAIM2,CARD14,0,0,0,0,0,44,0,0,0,0,0,68,260,283,STRING_v12,,,,
FLT3,EOMES,0,0,0,0,0,64,80,0,46,0,0,245,49,302,STRING_v12,Yes,No,,
MTFMT,CARD14,0,59,0,0,0,67,139,0,0,0,0,0,138,261,STRING_v12,,,,
DNM1L,LAMP1,0,0,0,0,0,49,57,0,0,0,0,317,112,383,STRING_v12,,,,
KPNA1,IPO11,0,0,0,0,0,68,0,0,0,0,0,370,166,467,STRING_v12,,,,
ITGAE,LAMP1,0,0,0,0,0,0,0,0,0,0,0,446,0,446,STRING_v12,,,,
FANCC,POLN,0,0,0,0,0,0,0,0,0,500,0,323,73,658,STRING_v12,No,Yes,,
CADM1,NFASC,0,0,0,0,0,78,0,0,45,0,0,277,51,315,STRING_v12,,,,
SLCO6A1,LAMP1,0,0,0,0,0,0,56,0,0,0,0,374,0,383,STRING_v12,,,,
ITSN1,PLEKHG4,0,0,0,0,0,0,0,0,0,0,0,252,155,340,STRING_v12,,,,
RPL41,RPL9,0,0,0,0,0,432,73,0,319,0,0,325,0,725,STRING_v12,,,,
COL17A1,CRTAP,0,0,0,0,0,0,0,0,0,500,0,0,47,503,STRING_v12,,,,
THBS1,SRGN,0,0,0,0,0,83,0,0,0,0,0,437,0,461,STRING_v12,,,,
MT-ATP6,PYCR1,0,75,0,0,0,44,0,0,0,0,0,636,64,658,STRING_v12,,,,
COL8A1,SRGN,0,0,0,0,0,67,0,0,0,0,0,69,286,325,STRING_v12,,,,
CXCR5,EOMES,0,0,0,0,0,68,0,0,0,0,0,507,90,545,STRING_v12,,,,
NR0B1,EOMES,0,0,0,0,0,0,0,0,71,0,0,248,43,273,STRING_v12,,,,
TXNRD1,SECISBP2L,0,0,0,0,0,0,93,0,186,0,0,108,175,383,STRING_v12,,,,
FCGR3A,TYK2,0,0,0,0,0,0,87,0,0,0,0,238,0,274,STRING_v12,,,Yes,No
CUBN,LAMP1,0,0,0,0,0,0,0,0,0,0,0,176,203,315,STRING_v12,,,,
IL4,EOMES,0,0,0,0,0,42,0,0,0,0,0,512,0,512,STRING_v12,,,,
TACO1,IAH1,0,231,0,0,0,54,0,0,0,0,0,0,349,485,STRING_v12,,,,
METAP2,RPL9,0,95,0,0,0,84,598,189,404,0,0,0,109,823,STRING_v12,,,,
VAV2,TYK2,0,0,0,0,0,43,67,0,0,0,0,447,0,463,STRING_v12,Yes,No,Yes,No
RPL6,PRAMEF6,0,55,0,0,0,0,333,0,296,0,0,0,114,554,STRING_v12,,,,
RRM1,CARD14,0,0,0,0,0,0,0,0,0,0,280,0,135,350,STRING_v12,,,,
CCHCR1,CARD14,0,0,0,0,0,0,0,0,0,0,0,290,0,290,STRING_v12,,,,
G6PD,PYCR1,0,44,0,0,0,74,0,0,0,0,0,223,136,326,STRING_v12,,,,
MIXL1,EOMES,0,0,0,0,0,0,86,0,95,500,0,669,349,894,STRING_v12,,,,
CBFA2T3,CCM2,0,0,0,0,0,0,0,0,51,0,0,104,207,266,STRING_v12,No,Yes,,
CHRNA7,GLRA3,0,0,0,182,573,0,56,0,0,0,0,140,83,310,STRING_v12,,,,
SERBP1,FXR2,0,0,0,0,0,97,0,601,246,0,0,194,166,784,STRING_v12,,,,
IFT22,PCBD2,0,0,0,0,0,65,0,0,0,0,0,181,350,458,STRING_v12,,,,
AMBP,LAMP1,0,0,0,0,0,0,0,0,0,0,0,351,0,351,STRING_v12,,,,
CCL13,CXCL5,0,0,0,0,0,67,87,0,0,500,0,577,81,804,STRING_v12,,,,
ASCC1,PRAMEF6,0,0,0,0,0,0,0,0,299,0,0,0,0,299,STRING_v12,,,,
SLC51B,SLC13A2,0,0,0,0,0,99,102,0,0,0,0,203,0,298,STRING_v12,,,,
MSLN,CARD14,0,0,0,274,0,0,0,0,0,0,0,0,51,281,STRING_v12,,,,
CNGA1,SRGN,0,0,0,0,0,0,0,0,0,0,0,0,288,288,STRING_v12,,,,
MT-CYB,LINS1,0,0,0,0,0,0,0,0,0,0,0,447,0,447,STRING_v12,,,,
INPP5E,CCM2,0,0,0,0,0,67,0,0,0,0,0,343,0,360,STRING_v12,,,,
COL6A3,MFAP5,0,0,0,0,0,99,87,0,0,0,0,310,47,386,STRING_v12,,,,
PCP2,CXCL5,0,0,0,0,0,0,0,0,0,400,0,0,0,400,STRING_v12,,,,
KPNA3,SETDB2,0,0,0,0,0,79,56,0,62,0,0,277,157,412,STRING_v12,,,No,Yes
ZNF841,SETDB2,0,0,0,0,0,49,67,0,95,0,0,203,353,510,STRING_v12,,,No,Yes
HADHA,RPL9,0,0,0,0,0,74,0,0,312,0,0,0,0,335,STRING_v12,,,,
CDKN1C,DTX1,0,0,0,0,0,0,249,0,0,0,0,59,47,267,STRING_v12,,,No,Yes
SULF1,MFAP5,0,0,0,0,0,144,90,162,0,0,0,213,0,417,STRING_v12,,,,
MRPL22,RPL9,0,102,0,0,0,110,657,183,579,0,0,0,240,911,STRING_v12,,,,
RPS27A,PPIAL4C,0,0,0,0,0,0,192,0,96,0,0,0,113,295,STRING_v12,,,,
PARK7,RPL9,0,42,0,0,0,127,104,0,181,0,0,0,82,333,STRING_v12,,,,
ALOX15,TRPV1,0,0,0,0,0,49,46,0,0,0,0,254,64,281,STRING_v12,,,,
ARG2,CXCL5,0,0,0,0,0,47,62,0,0,0,0,324,0,342,STRING_v12,,,,
TGFB2,CXCL5,0,0,0,0,0,56,83,0,0,0,0,368,0,405,STRING_v12,,,,
PTPRK,PTPRU,0,0,0,51,962,84,67,203,89,0,0,388,0,556,STRING_v12,No,No,,
VAPA,LAMP1,0,0,0,0,0,42,0,109,0,0,0,367,116,458,STRING_v12,,,,
KPNB1,IPO11,0,0,0,0,0,78,0,0,0,0,0,768,350,848,STRING_v12,,,,
ESX1,EOMES,0,0,0,0,0,0,0,0,71,0,0,241,68,285,STRING_v12,,,,
CBSL,LINS1,0,0,0,0,0,0,0,0,0,0,0,379,0,379,STRING_v12,,,,
GFAP,NFASC,0,0,0,0,0,127,74,0,0,0,0,229,0,322,STRING_v12,,,,
ZBTB40,NFXL1,0,0,0,0,0,95,46,0,0,0,0,205,167,351,STRING_v12,,,,
RORB,ARNTL2,0,0,0,0,0,56,0,0,113,0,0,517,65,571,STRING_v12,,,,
MAPK13,TRPV1,0,0,0,0,0,0,0,0,0,0,0,222,91,262,STRING_v12,,,,
RDX,TYK2,0,0,0,0,0,0,47,0,44,0,0,370,45,378,STRING_v12,,,Yes,No
PTPRG,PTPRU,0,0,0,0,628,81,0,0,113,0,0,214,115,357,STRING_v12,,,,
TRIM43,PRAMEF6,0,0,0,0,0,129,57,0,105,0,0,418,0,514,STRING_v12,,,,
QRICH2,USP35,0,0,0,0,0,260,0,0,52,0,0,0,0,268,STRING_v12,,,,
LAMP3,CXCL5,0,0,0,0,0,48,0,0,0,0,0,409,57,423,STRING_v12,,,,
SYPL2,PTPRU,0,0,0,0,0,74,0,0,67,0,0,255,0,300,STRING_v12,,,,
SDC3,SRGN,0,0,0,0,0,0,0,0,0,0,0,325,75,348,STRING_v12,,,,
RPS4Y1,NFXL1,0,0,0,0,0,0,0,0,287,0,0,0,0,286,STRING_v12,,,,
IL5,LAMP1,0,0,0,0,0,0,0,0,0,0,0,323,0,323,STRING_v12,,,,
MRPL21,PCBD2,0,0,0,0,0,49,103,0,0,0,0,221,0,277,STRING_v12,,,,
DOT1L,SETDB2,0,0,0,0,0,0,55,0,117,0,0,353,115,458,STRING_v12,Yes,No,No,Yes
LAG3,LAMP1,0,0,0,0,0,0,0,0,0,0,0,506,72,521,STRING_v12,,,,
SLC5A8,SLC13A2,0,42,0,0,0,44,74,0,0,0,0,391,182,500,STRING_v12,,,,
HJURP,PRAMEF6,0,0,0,337,0,0,0,0,0,0,0,0,0,337,STRING_v12,,,,
UBB,POLN,0,0,0,0,0,0,55,0,0,500,0,0,0,507,STRING_v12,,,,
MTG2,CARD14,0,45,0,0,0,141,142,0,0,0,0,0,115,293,STRING_v12,,,,
NFATC2IP,CHD8,0,0,0,0,0,212,0,224,152,0,0,0,77,457,STRING_v12,,,,
H2AX,CHD8,0,0,0,0,0,0,0,292,153,0,0,73,54,403,STRING_v12,,,,
SLC6A14,SLC13A2,0,0,0,0,0,50,55,0,0,0,0,197,100,264,STRING_v12,,,,
SERAC1,CARD14,0,0,0,0,0,0,0,0,0,0,0,0,349,349,STRING_v12,,,,
HNMT,PTPRU,0,0,0,0,0,0,0,0,0,0,0,372,0,372,STRING_v12,,,,
DDX20,TRPV1,0,0,0,0,0,0,0,0,0,0,0,0,282,282,STRING_v12,,,,
MORF4L2,MRGPRE,0,0,0,0,0,0,0,0,0,0,0,358,0,358,STRING_v12,,,,
VWF,CXCL5,0,0,0,0,0,49,0,0,0,0,0,299,0,304,STRING_v12,,,,
IRF8,SRGN,0,0,0,0,0,162,140,0,0,0,0,119,0,309,STRING_v12,No,Yes,,
FGFR4,CXCL5,0,0,0,0,0,0,0,0,0,0,0,356,0,356,STRING_v12,Yes,No,,
RARS1,RPL9,0,0,0,0,0,245,291,0,0,0,0,0,281,581,STRING_v12,,,,
BGN,MFAP5,0,0,0,0,0,83,107,0,0,0,0,373,0,441,STRING_v12,,,,
HDAC1,EOMES,0,0,0,0,0,0,75,0,91,0,0,201,91,307,STRING_v12,Yes,No,,
B3GALT2,GNPTAB,0,0,0,0,0,0,0,421,0,0,0,121,90,496,STRING_v12,,,,
EPOR,TYK2,0,0,0,0,0,65,0,0,91,650,0,698,53,899,STRING_v12,Yes,No,Yes,No
SYP,PLEKHG4,0,0,0,0,0,0,49,0,0,0,0,350,0,355,STRING_v12,,,,
ACIN1,CHD8,0,0,0,0,0,297,103,0,0,0,0,0,0,342,STRING_v12,,,,
P3H2,CRTAP,0,0,0,0,767,0,0,0,83,400,0,164,74,517,STRING_v12,,,,
PKD2L2,TRPV1,0,0,0,0,0,0,0,0,0,0,0,479,115,519,STRING_v12,,,,
FANCG,POLN,0,0,0,0,0,0,0,292,0,500,0,322,51,741,STRING_v12,No,Yes,,
RBM15,DTX1,0,0,0,0,0,0,0,0,0,0,0,352,0,351,STRING_v12,Yes,Yes,No,Yes
CBX8,LINS1,0,0,0,0,0,0,0,0,0,0,0,278,0,278,STRING_v12,,,,
SLX4,POLN,0,45,0,0,0,60,0,0,0,500,0,368,67,687,STRING_v12,No,Yes,,
REEP5,LINS1,0,0,0,0,0,44,0,0,0,0,0,418,0,419,STRING_v12,,,,
MRPS35,RPL9,0,0,0,0,0,127,107,0,808,0,0,0,0,837,STRING_v12,,,,
HAVCR2,CXCL5,0,0,0,0,0,43,0,0,134,0,0,286,0,356,STRING_v12,,,,
FBL,RPL9,0,0,0,0,0,182,150,126,85,0,0,181,0,461,STRING_v12,,,,
RPL39,NFXL1,0,0,0,0,0,0,0,0,319,0,0,0,0,319,STRING_v12,,,,
NCR3LG1,LAMP1,0,0,0,0,0,0,0,166,0,0,0,313,72,421,STRING_v12,,,,
FARS2,PRAMEF6,0,0,0,0,0,0,205,0,0,0,0,0,116,267,STRING_v12,,,,
LEF1,DTX1,0,0,0,0,0,48,0,0,0,0,0,264,0,269,STRING_v12,Yes,No,No,Yes
NUBPL,SETDB2,0,0,0,0,0,67,0,0,0,0,0,90,250,307,STRING_v12,,,No,Yes
GAD2,NFASC,0,0,0,0,0,129,85,0,0,0,0,234,71,356,STRING_v12,,,,
HOOK3,SCAMP1,0,0,0,0,0,67,0,0,0,0,0,416,64,445,STRING_v12,No,No,,
ABCC8,TRPV1,0,0,0,0,0,0,74,0,0,0,0,227,52,262,STRING_v12,,,,
CD79A,TYK2,0,0,0,0,0,63,74,226,0,0,0,413,0,553,STRING_v12,Yes,No,Yes,No
LYSMD2,LYSMD3,0,0,0,0,0,43,0,0,0,0,0,380,120,432,STRING_v12,,,,
EIF4E,RPL9,0,0,0,0,0,163,108,0,0,0,0,105,73,297,STRING_v12,Yes,No,,
PSMC6,RPL9,0,0,0,0,0,270,0,0,73,0,0,0,52,302,STRING_v12,,,,
UBE2K,RPL9,0,0,0,0,0,65,67,0,64,0,0,102,208,313,STRING_v12,,,,
M6PR,LAMP1,0,0,0,0,0,81,84,0,0,0,0,506,67,560,STRING_v12,,,,
ISLR,LAMP1,0,0,0,0,0,44,0,0,0,0,0,0,306,308,STRING_v12,,,,
FLYWCH2,GLRA3,0,0,0,0,0,0,0,0,0,0,0,265,91,303,STRING_v12,,,,
PPFIBP1,ARNTL2,0,0,0,0,0,68,0,0,0,0,0,223,192,363,STRING_v12,No,No,,
PAX9,TBX22,0,0,0,0,0,0,57,0,0,0,0,472,133,530,STRING_v12,,,,
BDKRB1,TRPV1,0,0,0,0,0,0,67,0,45,0,0,570,0,583,STRING_v12,,,,
CD163,EOMES,0,0,0,0,0,84,67,0,0,0,0,192,89,286,STRING_v12,,,,
FAHD2A,PCBD2,0,83,0,0,0,54,140,0,0,0,0,0,162,291,STRING_v12,,,,
RPL22L1,NFXL1,0,0,0,0,0,0,0,0,297,0,0,0,0,297,STRING_v12,,,,
JAK1,EOMES,0,0,0,0,0,54,86,0,0,0,0,246,49,297,STRING_v12,Yes,Yes,,
RDX,NFASC,0,0,0,0,0,0,55,0,0,0,0,297,100,349,STRING_v12,,,,
ZNF451,NFXL1,0,0,0,0,0,56,46,0,0,0,0,166,328,427,STRING_v12,,,,
CA4,SLC13A2,0,0,0,0,0,56,89,0,0,0,0,213,42,264,STRING_v12,,,,
STX16,LAMP1,0,0,0,0,0,64,0,73,0,0,0,224,65,286,STRING_v12,,,,
PHOSPHO2,IAH1,0,0,0,0,0,44,0,0,0,0,0,0,334,336,STRING_v12,,,,
PTGES3,PPIAL4C,0,0,0,0,0,0,191,0,112,0,0,0,87,286,STRING_v12,,,,
GMFG,SRGN,0,0,0,0,0,337,58,0,0,0,0,129,57,418,STRING_v12,,,,
GEMIN2,FXR2,0,0,0,0,0,58,0,0,0,0,0,194,125,277,STRING_v12,,,,
PLEKHA4,CHD8,0,0,0,0,0,0,0,292,66,0,0,89,84,374,STRING_v12,,,,
NCKAP5,OR2T27,0,0,0,0,0,0,0,0,52,0,0,418,0,424,STRING_v12,,,,
TRIM33,EOMES,0,0,0,0,0,0,0,0,45,500,0,111,63,549,STRING_v12,No,No,,
NR3C1,TRPV1,0,0,0,0,0,0,0,0,0,0,0,461,0,461,STRING_v12,,,,
GLS,PYCR1,0,0,0,0,0,42,0,0,0,0,0,322,0,322,STRING_v12,,,,
HLX,EOMES,0,0,0,0,0,42,0,0,71,0,0,553,46,569,STRING_v12,,,,
DDX21,RPL9,0,0,0,0,0,80,67,214,167,0,0,85,67,408,STRING_v12,,,,
TCOF1,CHD8,0,0,0,0,0,250,0,0,107,0,0,0,44,303,STRING_v12,,,,
LACC1,IAH1,0,0,0,0,0,0,0,0,0,0,0,0,290,290,STRING_v12,,,,
CDY1B,RPL9,0,0,0,0,0,0,0,0,312,0,0,0,0,311,STRING_v12,,,,
SPINK8,CHD8,0,0,0,0,0,0,0,0,0,0,0,0,301,301,STRING_v12,,,,
H7C2Y5_HUMAN,RPL9,0,0,0,0,0,0,63,0,261,0,0,0,53,286,STRING_v12,,,,
IL3RA,LAMP1,0,0,0,0,0,0,45,0,0,0,0,326,0,328,STRING_v12,,,,
LYPLAL1,IAH1,0,0,0,0,0,55,0,0,0,0,0,202,116,275,STRING_v12,,,,
KCNC2,GLRA3,0,0,0,0,0,242,57,0,0,0,0,322,110,510,STRING_v12,,,,
RPL24,PRAMEF6,0,0,0,0,0,0,411,0,422,0,0,0,129,677,STRING_v12,,,,
VARS1,POLN,0,42,0,0,0,0,72,0,0,0,0,0,234,259,STRING_v12,,,,
KCNAB2,NFASC,0,0,0,0,0,0,0,0,0,0,0,277,52,285,STRING_v12,,,,
FAAH,TRPV1,0,0,0,0,0,47,0,0,0,0,0,842,115,855,STRING_v12,,,,
H3BN98_HUMAN,NFXL1,0,0,0,0,0,0,0,0,287,0,0,0,0,286,STRING_v12,,,,
LRRC25,TRPV1,0,0,0,0,0,0,0,0,0,0,0,0,348,347,STRING_v12,,,,
PIAS1,TYK2,0,0,0,0,0,55,55,0,71,0,0,366,101,440,STRING_v12,,,Yes,No
SLC26A3,SLC13A2,0,52,0,0,0,143,86,0,0,0,0,690,121,760,STRING_v12,,,,
H3-2,CHD8,0,0,0,0,0,0,0,0,189,0,0,482,91,584,STRING_v12,,,,
BCL2L1,LAMP1,0,0,0,0,0,49,0,0,0,0,0,290,0,295,STRING_v12,No,No,,
FKBP8,USP35,0,0,0,0,0,88,0,0,0,0,0,276,213,434,STRING_v12,,,,
SLC6A19,SLC13A2,0,0,0,0,0,177,58,0,0,0,0,123,100,306,STRING_v12,,,,
DIP2B,RPL9,0,0,0,0,0,47,0,0,249,0,0,0,115,311,STRING_v12,,,,
MMP1,CMA1,0,0,0,0,0,0,55,0,0,400,0,244,64,545,STRING_v12,,,,
RPS11,PPIAL4C,0,0,0,0,0,0,334,0,303,0,0,0,52,521,STRING_v12,,,,
MCM3AP,IPO11,0,0,0,0,0,83,0,232,73,0,0,0,52,298,STRING_v12,,,,
BCL2L11,EOMES,0,0,0,0,0,0,102,0,0,0,0,290,0,335,STRING_v12,No,Yes,,
ATP7A,ATP13A5,0,53,0,0,0,0,55,0,91,0,186,75,114,330,STRING_v12,,,,
SELENOS,PRAMEF6,0,0,0,0,0,0,68,0,0,0,0,275,0,295,STRING_v12,,,,
VCL,LAMP1,0,0,0,0,0,49,61,0,0,0,0,307,103,370,STRING_v12,,,,
PEBP4,RPL9,0,0,0,0,0,0,77,0,443,0,0,0,51,469,STRING_v12,,,,
NLGN4X,CHD8,0,0,0,0,0,0,55,0,46,0,0,475,0,485,STRING_v12,,,,
GRIA1,NFASC,0,0,0,0,0,138,48,0,0,0,0,201,79,315,STRING_v12,,,,
COL18A1,CRTAP,0,0,0,0,0,74,55,0,0,500,0,0,90,548,STRING_v12,,,,
PUM1,RPL9,0,0,0,0,0,68,77,0,221,0,0,69,0,292,STRING_v12,No,No,,
ATP5MC2,PRAMEF6,0,45,0,0,0,0,299,0,0,0,0,0,74,325,STRING_v12,,,,
ICOS,EOMES,0,0,0,0,0,97,104,0,0,0,0,542,73,610,STRING_v12,,,,
TNFRSF10B,LAMP1,0,0,0,0,0,49,0,143,0,0,0,222,0,310,STRING_v12,,,,
EPO,TYK2,0,0,0,0,0,0,0,0,46,0,0,700,51,704,STRING_v12,,,Yes,No
RBM8A,RPL9,0,0,0,0,0,67,140,189,0,0,0,0,0,292,STRING_v12,,,,
